49100561,31880,1095,917,0,male
57798273,53315,889,645,2.4335995,female
270906614,19356,661,704,2.9784,male
293213181,7637,214,187,0,female
222824120,21600,614,384,0,female
251799369,12288,408,376,0,female
135069683,21107,1020,574,-0.36319995,female
362257288,3936,110,207,0,male
290601341,10257,175,263,0,female
393642659,10815,611,420,0,female
294037425,62683,6189,2218,2.0701995,male
277030441,4974,203,208,0,female
206912999,5187,222,289,0,male
25693282,16281,153,202,0,female
355248546,2736,44,271,0,male
302662448,15583,456,301,0.99840003,male
33135194,11813,435,164,0,female
150383104,9548,362,353,0,female
41536249,6452,715,1160,0,male
310492568,22772,396,351,1.2407999,male
241229843,8577,376,392,0,male
343104919,13028,184,176,0,female
794695,1653,134,328,4.1520004,male
285607620,51289,595,275,0,female
268366947,15512,254,219,-0.40199998,female
162988060,48379,530,735,0,female
300104381,2688,234,446,0,female
40604299,21813,359,288,0,male
347096222,6951,382,310,0,female
301117918,46016,1155,507,0,female
134954386,6576,362,498,0,female
238867925,18432,318,379,0,female
349944244,5142,580,797,0,female
129371328,37852,299,312,0,female
247085273,10648,225,337,0,male
342299212,17936,301,248,0,female
279781693,14218,790,139,0,female
96956807,11550,4187,584,-1.6884,male
320918254,9736,561,423,0,female
95656300,1349,229,17,0,male
290268568,4950,175,144,0,male
52736381,18277,373,619,0,male
277769310,18072,359,327,3.1246,female
37749959,4129,70,50,0,male
58374966,5887,93,301,0,male
264628404,31400,778,317,5.753599,male
275725843,10730,287,349,0,female
234669118,9772,478,328,0.19459939,male
93350436,40628,565,465,4.7520003,male
283252009,75113,204,1013,0,female
279177113,7999,233,245,0,female
198189594,2594,109,100,0,female
326509990,37340,398,93,0,male
76197212,29697,129,0,0,male
243319382,77094,1346,1003,0.023999996,female
322956056,9187,280,291,0,female
57552116,45425,693,215,-2.8079998,male
227108149,2369,571,1151,0,male
90233061,9864,482,287,0,female
254108070,14735,656,460,0,female
321647306,4568,298,253,0,male
304705046,5348,591,447,0,female
65107757,12743,406,275,0,female
55482997,4924,404,96,0,male
61634536,63609,685,898,-0.13559991,female
164799361,129131,938,812,0,male
304796892,15795,351,231,0,male
84167314,3540,82500,28225,3.0769997,male
163614757,23691,661,554,2.1657996,male
196757095,874,123,57,0,female
259533576,29010,291,406,0,female
96423170,47544,434,669,0,female
62648441,6721,353,532,0,female
270479707,30538,211,250,0,female
380618924,23623,148,161,0,male
333194654,12702,819,827,0,female
380053409,19710,324,166,0,male
231970972,5143,249,236,0,female
60252529,28651,708,438,0,male
23553730,3219,270,445,0,female
363847840,3078,135,161,0,male
218099040,20887,983,1135,-4.0398006,male
45278016,3051,109,313,0,male
262346368,6029,310,399,0,male
257106582,2397,118,358,0,female
347613520,5113,161,124,0,male
380479475,16474,359,287,0,female
262912800,17667,1454,456,0,female
32623333,55133,1095,1951,0,female
169001284,21018,472,411,0,female
233808043,15558,853,396,0,female
126155886,8791,145,483,-2.8863997,male
36227219,14213,484,354,-2.8253996,female
203656084,8148,300,449,0,male
15886924,10463,60,63,0,male
320431059,15569,142,147,-0.000000609,male
91925221,10795,310,531,-1.7115997,male
62552349,7634,677,113,0,male
268557840,24326,127,119,0,female
294864398,9662,333,270,0.25399995,male
36929472,3851,123,152,0.033999998,female
254748618,20030,1373,1333,0,female
290857774,3606,210,194,0,female
296433109,10948,223,173,0,male
70724896,7712,564,535,1.5936,male
134120927,14476,588,189,0,female
68979118,21080,447,647,0,female
229865466,29885,60,83,0,male
156393615,12173,370,368,0,male
351687363,6996,390,390,0,female
114866787,2146,39,187,0,male
313660948,2992,241,233,0,female
346073826,9926,752,416,0,male
368368493,9385,383,377,0,female
40352693,15697,522,155,0,male
231497380,8098,130,113,0,male
252413333,5502,347,296,0,female
294823376,6729,254,427,0,female
240492997,6570,97,90,0,male
183115415,17150,6,128,-2.9215999,female
234586270,25178,378,266,0,female
238452879,12163,243,243,2.1615999,female
170547353,4709,110,263,0,female
253438069,12936,344,282,0,female
281289188,21379,858,677,0,male
344215167,26471,811,687,0,female
353824529,6989,598,1641,-1.4612,female
33055549,9788,447,427,0,male
161790425,5367,140,209,0,female
241666095,35269,447,390,2.9189997,male
257513036,9838,326,180,-1.7015997,female
309984509,16283,195,264,0,female
47992126,15921,407,407,2.0135996,male
22994551,3305,126,187,0,male
249449454,13858,630,474,2.6879997,male
59534956,29676,377,210,0,female
128091149,48937,282,411,0,female
386731248,33303,436,420,0,female
352856870,6911,349,327,-1.7712001,female
123042176,29444,461,295,0,female
125217315,28900,573,321,-7.8079996,female
243429263,14572,531,452,0.7688006,female
25940641,3782,152,225,2.9055998,female
114044206,39135,3349,2704,-1.1802001,male
146868029,996,29,32,0,male
309800804,15132,589,512,0,male
8465072,1614,367,241,0,male
264514479,18872,178,77,0,male
69151701,14003,1968,758,0,male
404439154,3441,377,639,0,male
253766808,13538,607,368,0,female
335518656,9249,260,148,0,female
28176987,6018,259,189,0,male
323127182,5791,291,247,0,male
231083817,13857,840,287,0,female
332456403,4289,149,172,0,male
347524374,12305,479,345,0,male
271739194,26344,696,560,0,male
64489209,13690,214,197,0,female
139272125,12971,580,441,-1.1639999,male
218526813,9464,1061,2003,-1.5468001,male
351067358,7609,1002,623,0,female
86168724,9583,529,1271,0.13279979,male
262454953,10267,730,1553,0,female
290301230,56127,555,266,0,female
251395294,9440,521,393,0,female
263691205,3997,73,145,0,male
42510888,18969,453,450,0,male
75281385,4063,164,122,1.5935997,female
357971946,19029,306,81,0,female
945721,3722,141,26,0,male
307701289,28654,594,383,3.1892,male
164094199,22230,471,358,0,female
80862068,13676,461,609,-3.3152006,male
394418954,15416,737,719,0,male
356418350,15025,507,337,0,female
59524706,137912,4825,348,0,male
322987477,14338,184,100,0,male
